id,grade,subject,q,a,w1,w2,w3
4079,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4080,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
4081,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,letter,water,hater
4082,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Monkey,Tiger,Bird
4083,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,남자 형제,흰색,소
4084,2,english,'사자'의 올바른 영어 철자는?,Lion,Lio,Loni,Lione
4085,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
4086,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
4087,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,빨간색,노란색,새
4088,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Grandpa,Mouth,Foot
4089,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Black,Lion,Bear
4090,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4091,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,is,be
4092,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandma',할머니,사자,빨간색,호랑이
4093,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,초록색,검은색,돼지
4094,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
4095,2,english,'파란색'(은)는 영어로 무엇일까요?,Blue,Grandma,Foot,Eye
4096,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4097,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,파란색,흰색,여자 형제
4098,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mouth',입,초록색,물고기,코
4099,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4100,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,hater,letter,water
4101,2,english,'사자'의 올바른 영어 철자는?,Lion,Lio,Loni,Lione
4102,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,she,he,me
4103,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,할머니,검은색,할아버지
4104,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,사자,여자 형제,검은색
4105,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
4106,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,are,be
4107,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4108,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,귀,엄마,사자
4109,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
4110,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,엄마,할아버지,호랑이
4111,2,english,'흰색'의 올바른 영어 철자는?,White,Whit,Witeh,Whitee
4112,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4113,2,english,다음 영어 단어의 뜻은 무엇일까요? 'White',흰색,고양이,파란색,노란색
4114,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Dog,Blue,Hand
4115,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,desk,pen
4116,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Blue,Lion,Dad
4117,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
4118,2,english,'검은색'(은)는 영어로 무엇일까요?,Black,Bird,Dad,Lion
4119,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bird',새,소,할아버지,빨간색
4120,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,lame,same,game
4121,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Tiger',호랑이,아빠,곰,빨간색
4122,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,floor,apple,sky
4123,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
4124,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Pig',돼지,고양이,남자 형제,강아지
4125,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4126,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,she,me,he
4127,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,meat,feet
4128,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,빨간색,입,아빠
4129,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Eye,Grandpa,Ear
4130,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,is,be
4131,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,hater,water,letter
4132,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,Mom,Cat,Yellow
4133,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,흰색,노란색,발
4134,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,곰,남자 형제,엄마
4135,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,물고기,남자 형제,소
4136,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,We,You
4137,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,be,is
4138,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,Monkey,Grandpa,Hand
4139,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,곰,돼지,물고기
4140,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,night,hello
4141,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
4142,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,me,she,he
4143,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,book,pen
4144,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,do,is
4145,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,새,발,원숭이
4146,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,할머니,초록색,물고기
4147,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,bye,night
4148,2,english,'검은색'(은)는 영어로 무엇일까요?,Black,Dog,Hand,Brother
4149,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,파란색,눈,사자
4150,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
4151,2,english,'검은색'(은)는 영어로 무엇일까요?,Black,Red,Green,Sister
4152,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,be,is,are
4153,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
4154,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,sky,floor
4155,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Sister,Grandpa,Ear
4156,2,english,다음 영어 단어의 뜻은 무엇일까요? 'White',흰색,입,돼지,눈
4157,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4158,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Monkey,Pig,Mouth
4159,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4160,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,me,he,she
4161,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Sister,Blue,Dog
4162,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,Black,Bear,Mouth
4163,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,pen,desk
4164,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,desk,book
4165,2,english,'빨간색'(은)는 영어로 무엇일까요?,Red,Green,Pig,Bear
4166,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4167,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mouth',입,여자 형제,노란색,검은색
4168,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,see,feet
4169,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4170,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,do,is
4171,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,is,am
4172,2,english,'할아버지'의 올바른 영어 철자는?,Grandpa,Grandp,Gandpar,Grandpae
4173,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,원숭이,눈,고양이
4174,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
4175,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4176,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,You,We,I
4177,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,apple,floor
4178,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4179,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4180,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4181,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mouth',입,소,발,돼지
4182,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,새,여자 형제,강아지
4183,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
4184,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4185,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,초록색,흰색,아빠
4186,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,엄마,물고기,노란색
4187,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,할아버지,손,귀
4188,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4189,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,코,파란색,새
4190,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mom',엄마,사자,초록색,노란색
4191,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,lame,same
4192,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,hater,letter
4193,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
4194,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4195,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Dog,Fish,Brother
4196,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Blue',파란색,호랑이,귀,입
4197,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4198,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Hand,Nose,Yellow
4199,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,pen,book
4200,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,Dog,Sister,Yellow
4201,2,english,'눈'의 올바른 영어 철자는?,Eye,Ey,Eey,Eyee
4202,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4203,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4204,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,meat,feet
4205,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Fish,Cat,Eye
4206,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,night,hello
4207,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4208,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Tiger',호랑이,원숭이,아빠,손
4209,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4210,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4211,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Pig,Blue,White
4212,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
4213,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Brother,Blue,Eye
4214,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
4215,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Dad,Mom,Mouth
4216,2,english,'코'(은)는 영어로 무엇일까요?,Nose,Foot,Monkey,Tiger
4217,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,빨간색,엄마,흰색
4218,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,입,코,새
4219,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,is,am,do
4220,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,same,lame
4221,2,english,'손'(은)는 영어로 무엇일까요?,Hand,Red,Cow,Foot
4222,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Blue',파란색,돼지,원숭이,손
4223,2,english,'물고기'의 올바른 영어 철자는?,Fish,Fis,Fshi,Fishe
4224,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,hater,water,letter
4225,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,강아지,엄마,할아버지
4226,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Mom,Monkey,Grandma
4227,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,할아버지,여자 형제,강아지
4228,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,night,bye,hello
4229,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,파란색,원숭이,호랑이
4230,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
4231,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,새,초록색,아빠
4232,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Mouth,Cat,Nose
4233,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,book,pen
4234,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,귀,소,노란색
4235,2,english,다음 영어 단어의 뜻은 무엇일까요? 'White',흰색,빨간색,검은색,원숭이
4236,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,Fish,Grandma,Brother
4237,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,book,pen
4238,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
4239,2,english,'원숭이'(은)는 영어로 무엇일까요?,Monkey,Tiger,Nose,Fish
4240,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,me,she
4241,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bird',새,호랑이,남자 형제,곰
4242,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dog',강아지,코,곰,여자 형제
4243,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4244,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,코,초록색,사자
4245,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4246,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,book,pen
4247,2,english,'발'(은)는 영어로 무엇일까요?,Foot,Cow,Dog,Dad
4248,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,me,she
4249,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
4250,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,feet,see
4251,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4252,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Fish,Lion,Red
4253,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,night,hello,bye
4254,2,english,'호랑이'(은)는 영어로 무엇일까요?,Tiger,Dog,Ear,Eye
4255,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,흰색,돼지,손
4256,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,lame,game,same
4257,2,english,'고양이'(은)는 영어로 무엇일까요?,Cat,Ear,Dog,Sister
4258,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,원숭이,발,빨간색
4259,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
4260,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
4261,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,pen,desk
4262,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
4263,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,lame,same,game
4264,2,english,'강아지'(은)는 영어로 무엇일까요?,Dog,Sister,Blue,Bird
4265,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
4266,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,apple,floor
4267,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Dad,Bird,Black
4268,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,입,소,물고기
4269,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,desk,pen
4270,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,she,me
4271,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
4272,2,english,'빨간색'의 올바른 영어 철자는?,Red,Re,Rde,Rede
4273,2,english,'눈'(은)는 영어로 무엇일까요?,Eye,Green,Dog,Yellow
4274,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
4275,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,I,You
4276,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,White,Black,Blue
4277,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,You,I,We
4278,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4279,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,You,I
4280,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,흰색,원숭이,발
4281,2,english,'눈'(은)는 영어로 무엇일까요?,Eye,Cow,Bear,Black
4282,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,book,desk
4283,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,same,lame
4284,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
4285,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4286,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Eye,Pig,Hand
4287,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Lion',사자,코,돼지,손
4288,2,english,'귀'의 올바른 영어 철자는?,Ear,Ea,Era,Eare
4289,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandma',할머니,돼지,파란색,여자 형제
4290,2,english,'빨간색'의 올바른 영어 철자는?,Red,Re,Rde,Rede
4291,2,english,'초록색'(은)는 영어로 무엇일까요?,Green,Brother,White,Dad
4292,2,english,'강아지'의 올바른 영어 철자는?,Dog,Do,Dgo,Doge
4293,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
4294,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,엄마,여자 형제,검은색
4295,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,호랑이,고양이,새
